model	language	task	perturbation	probing_location	dev_acc	test_acc
mBERT	Albanian	case_propn	B$_2$	last	0.8706467661691543	0.8057142857142858
mBERT	Albanian	case_propn	L$_2$	first	0.7491115849324804	0.6921428571428571
mBERT	Albanian	case_propn	L$_2$	last	0.8962331201137171	0.8221428571428572
mBERT	Albanian	case_propn	R$_2$	first	0.7846481876332623	0.7492857142857143
mBERT	Albanian	case_propn	R$_2$	last	0.8855721393034826	0.8192857142857142
mBERT	Albanian	case_propn	TARG	first	0.8692253020611229	0.8014285714285715
mBERT	Albanian	case_propn	TARG	last	0.8699360341151385	0.7985714285714286
mBERT	Albanian	case_propn	mBERT-rand-subw	first	0.4200426439232409	0.3985714285714286
mBERT	Albanian	case_propn	mBERT-rand-subw	last	0.7356076759061834	0.6957142857142857
mBERT	Albanian	case_propn	next1	first	0.7746979388770434	0.7557142857142857
mBERT	Albanian	case_propn	permute	first	0.6147832267235253	0.5935714285714285
mBERT	Albanian	case_propn	permute	last	0.8415067519545131	0.7971428571428572
mBERT	Albanian	case_propn	prev1	last	0.7796730632551528	0.7735714285714286
mBERT	Albanian	case_propn		first	0.8024164889836533	0.74
mBERT	Albanian	case_propn		last	0.8919687277896233	0.8278571428571428
mBERT	Albanian	definite_noun	B$_2$	first	0.8207142857142857	0.8057142857142858
mBERT	Albanian	definite_noun	B$_2$	last	0.91	0.8964285714285715
mBERT	Albanian	definite_noun	L$_2$	first	0.835	0.8221428571428572
mBERT	Albanian	definite_noun	L$_2$	last	0.9064285714285715	0.9064285714285715
mBERT	Albanian	definite_noun	R$_2$	first	0.8535714285714285	0.7857142857142857
mBERT	Albanian	definite_noun	R$_2$	last	0.9271428571428572	0.9142857142857144
mBERT	Albanian	definite_noun	TARG	first	0.8714285714285713	0.8192857142857142
mBERT	Albanian	definite_noun	TARG	last	0.8728571428571429	0.8092857142857143
mBERT	Albanian	definite_noun	mBERT-rand-subw	first	0.5678571428571428	0.5814285714285715
mBERT	Albanian	definite_noun	mBERT-rand-subw	last	0.7535714285714287	0.8007142857142858
mBERT	Albanian	definite_noun	next1	first	0.865	0.8092857142857143
mBERT	Albanian	definite_noun	permute	first	0.7271428571428571	0.7535714285714287
mBERT	Albanian	definite_noun	permute	last	0.8842857142857143	0.8935714285714286
mBERT	Albanian	definite_noun	prev1	last	0.875	0.8114285714285714
mBERT	Albanian	definite_noun		first	0.8657142857142857	0.7714285714285715
mBERT	Albanian	definite_noun		last	0.9271428571428572	0.9071428571428573
mBERT	Albanian	gender_noun	B$_2$	first	0.7635714285714286	0.7935714285714287
mBERT	Albanian	gender_noun	B$_2$	last	0.8664285714285713	0.8485714285714285
mBERT	Albanian	gender_noun	L$_2$	first	0.7785714285714286	0.8214285714285714
mBERT	Albanian	gender_noun	L$_2$	last	0.9028571428571429	0.8657142857142857
mBERT	Albanian	gender_noun	R$_2$	first	0.7642857142857142	0.7864285714285714
mBERT	Albanian	gender_noun	R$_2$	last	0.8635714285714285	0.865
mBERT	Albanian	gender_noun	TARG	first	0.7064285714285713	0.6914285714285714
mBERT	Albanian	gender_noun	TARG	last	0.6992857142857142	0.6935714285714285
mBERT	Albanian	gender_noun	mBERT-rand-subw	first	0.505	0.5328571428571428
mBERT	Albanian	gender_noun	mBERT-rand-subw	last	0.7278571428571429	0.7378571428571429
mBERT	Albanian	gender_noun	next1	first	0.765	0.8492857142857143
mBERT	Albanian	gender_noun	permute	first	0.7364285714285714	0.755
mBERT	Albanian	gender_noun	permute	last	0.8564285714285714	0.85
mBERT	Albanian	gender_noun	prev1	last	0.8228571428571428	0.8257142857142856
mBERT	Albanian	gender_noun		first	0.7778571428571429	0.7721428571428571
mBERT	Albanian	gender_noun		last	0.8957142857142858	0.8685714285714285
mBERT	Albanian	gender_propn	B$_2$	first	0.812142857142857	0.7078571428571429
mBERT	Albanian	gender_propn	B$_2$	last	0.8935714285714286	0.8150000000000001
mBERT	Albanian	gender_propn	L$_2$	first	0.86	0.715
mBERT	Albanian	gender_propn	L$_2$	last	0.905	0.8128571428571428
mBERT	Albanian	gender_propn	R$_2$	first	0.8242857142857142	0.7164285714285714
mBERT	Albanian	gender_propn	R$_2$	last	0.8971428571428571	0.8042857142857143
mBERT	Albanian	gender_propn	TARG	first	0.745	0.6042857142857142
mBERT	Albanian	gender_propn	TARG	last	0.7364285714285714	0.61
mBERT	Albanian	gender_propn	mBERT-rand-subw	first	0.5921428571428571	0.5721428571428572
mBERT	Albanian	gender_propn	mBERT-rand-subw	last	0.7771428571428572	0.7021428571428572
mBERT	Albanian	gender_propn	next1	first	0.845	0.7142857142857143
mBERT	Albanian	gender_propn	permute	first	0.7971428571428572	0.7064285714285715
mBERT	Albanian	gender_propn	permute	last	0.8807142857142857	0.8150000000000001
mBERT	Albanian	gender_propn	prev1	last	0.835	0.7621428571428571
mBERT	Albanian	gender_propn		first	0.8607142857142858	0.7042857142857143
mBERT	Albanian	gender_propn		last	0.9035714285714286	0.8157142857142857
mBERT	Albanian	number_noun	B$_2$	first	0.8485714285714285	0.8407142857142856
mBERT	Albanian	number_noun	B$_2$	last	0.8921428571428571	0.9064285714285715
mBERT	Albanian	number_noun	L$_2$	first	0.8771428571428571	0.8342857142857143
mBERT	Albanian	number_noun	L$_2$	last	0.91	0.8978571428571429
mBERT	Albanian	number_noun	R$_2$	first	0.8764285714285714	0.9028571428571429
mBERT	Albanian	number_noun	R$_2$	last	0.9192857142857144	0.9121428571428571
mBERT	Albanian	number_noun	TARG	first	0.7864285714285714	0.795
mBERT	Albanian	number_noun	TARG	last	0.78	0.7964285714285715
mBERT	Albanian	number_noun	mBERT-rand-subw	first	0.535	0.48999999999999994
mBERT	Albanian	number_noun	mBERT-rand-subw	last	0.8464285714285714	0.8185714285714285
mBERT	Albanian	number_noun	next1	first	0.8585714285714285	0.8714285714285713
mBERT	Albanian	number_noun	permute	first	0.7892857142857144	0.7564285714285715
mBERT	Albanian	number_noun	permute	last	0.8778571428571428	0.8785714285714287
mBERT	Albanian	number_noun	prev1	last	0.8864285714285715	0.8742857142857143
mBERT	Albanian	number_noun		first	0.8785714285714287	0.87
mBERT	Albanian	number_noun		last	0.9307142857142858	0.915
mBERT	Albanian	number_verb	B$_2$	first	0.7192857142857143	0.7457142857142857
mBERT	Albanian	number_verb	B$_2$	last	0.915	0.8985714285714286
mBERT	Albanian	number_verb	L$_2$	first	0.7142857142857143	0.7364285714285714
mBERT	Albanian	number_verb	L$_2$	last	0.9171428571428571	0.905
mBERT	Albanian	number_verb	R$_2$	first	0.7585714285714287	0.6907142857142857
mBERT	Albanian	number_verb	R$_2$	last	0.9214285714285715	0.9085714285714286
mBERT	Albanian	number_verb	TARG	first	0.7921428571428571	0.715
mBERT	Albanian	number_verb	TARG	last	0.7928571428571429	0.7128571428571429
mBERT	Albanian	number_verb	mBERT-rand-subw	first	0.5742857142857142	0.5178571428571429
mBERT	Albanian	number_verb	mBERT-rand-subw	last	0.8485714285714285	0.8164285714285714
mBERT	Albanian	number_verb	next1	first	0.7664285714285715	0.7542857142857143
mBERT	Albanian	number_verb	permute	first	0.6771428571428572	0.6742857142857144
mBERT	Albanian	number_verb	permute	last	0.9057142857142857	0.9128571428571429
mBERT	Albanian	number_verb	prev1	last	0.7814285714285715	0.8214285714285714
mBERT	Albanian	number_verb		first	0.7307142857142858	0.705
mBERT	Albanian	number_verb		last	0.9314285714285715	0.9178571428571429
mBERT	Arabic	aspect_verb	B$_2$	first	0.9471428571428572	0.9428571428571428
mBERT	Arabic	aspect_verb	B$_2$	last	0.9335714285714286	0.9392857142857143
mBERT	Arabic	aspect_verb	L$_2$	first	0.9542857142857143	0.9400000000000001
mBERT	Arabic	aspect_verb	L$_2$	last	0.9371428571428572	0.9450000000000001
mBERT	Arabic	aspect_verb	R$_2$	first	0.9578571428571429	0.955
mBERT	Arabic	aspect_verb	R$_2$	last	0.9464285714285714	0.9457142857142856
mBERT	Arabic	aspect_verb	TARG	first	0.7692857142857142	0.7821428571428571
mBERT	Arabic	aspect_verb	TARG	last	0.7757142857142857	0.7878571428571429
mBERT	Arabic	aspect_verb	mBERT-rand-subw	first	0.9128571428571429	0.8792857142857143
mBERT	Arabic	aspect_verb	mBERT-rand-subw	last	0.7435714285714285	0.7364285714285714
mBERT	Arabic	aspect_verb	next1	first	0.9307142857142858	0.9528571428571428
mBERT	Arabic	aspect_verb	permute	first	0.9385714285714286	0.9428571428571428
mBERT	Arabic	aspect_verb	permute	last	0.9092857142857144	0.9492857142857142
mBERT	Arabic	aspect_verb	prev1	last	0.9221428571428572	0.925
mBERT	Arabic	aspect_verb		first	0.9535714285714285	0.9385714285714285
mBERT	Arabic	aspect_verb		last	0.9421428571428571	0.9521428571428572
mBERT	Arabic	case_adj	B$_2$	first	0.6680881307746979	0.6474769012082445
mBERT	Arabic	case_adj	B$_2$	last	0.7228144989339019	0.611229566453447
mBERT	Arabic	case_adj	L$_2$	first	0.6879886282871358	0.6396588486140724
mBERT	Arabic	case_adj	L$_2$	last	0.7228144989339019	0.6574271499644634
mBERT	Arabic	case_adj	R$_2$	first	0.7427149964463398	0.6801705756929638
mBERT	Arabic	case_adj	R$_2$	last	0.744136460554371	0.6631130063965884
mBERT	Arabic	case_adj	TARG	first	0.7746979388770434	0.6766169154228855
mBERT	Arabic	case_adj	TARG	last	0.7711442786069652	0.681592039800995
mBERT	Arabic	case_adj	mBERT-rand-subw	first	0.5401563610518835	0.5181236673773987
mBERT	Arabic	case_adj	mBERT-rand-subw	last	0.6226012793176973	0.5657427149964463
mBERT	Arabic	case_adj	next1	first	0.6908315565031983	0.5529495380241649
mBERT	Arabic	case_adj	permute	first	0.5550817341862119	0.5188343994314143
mBERT	Arabic	case_adj	permute	last	0.6076759061833689	0.509594882729211
mBERT	Arabic	case_adj	prev1	last	0.6673773987206824	0.5820895522388059
mBERT	Arabic	case_adj		first	0.7583511016346838	0.6666666666666667
mBERT	Arabic	case_adj		last	0.7370291400142147	0.6787491115849325
mBERT	Arabic	case_noun	B$_2$	first	0.6055437100213219	0.5557924662402274
mBERT	Arabic	case_noun	B$_2$	last	0.6147832267235253	0.5877754086709311
mBERT	Arabic	case_noun	L$_2$	first	0.6382373845060413	0.5806680881307748
mBERT	Arabic	case_noun	L$_2$	last	0.6545842217484008	0.6126510305614783
mBERT	Arabic	case_noun	R$_2$	first	0.8322672352523098	0.7491115849324804
mBERT	Arabic	case_noun	R$_2$	last	0.7860696517412935	0.720682302771855
mBERT	Arabic	case_noun	TARG	first	0.8052594171997157	0.7796730632551528
mBERT	Arabic	case_noun	TARG	last	0.8024164889836533	0.7746979388770434
mBERT	Arabic	case_noun	mBERT-rand-subw	first	0.5380241648898365	0.4200426439232409
mBERT	Arabic	case_noun	mBERT-rand-subw	last	0.55863539445629	0.5351812366737739
mBERT	Arabic	case_noun	next1	first	0.718550106609808	0.6830135039090263
mBERT	Arabic	case_noun	permute	first	0.5252309879175551	0.43070362473347545
mBERT	Arabic	case_noun	permute	last	0.5671641791044776	0.4840085287846482
mBERT	Arabic	case_noun	prev1	last	0.7064676616915423	0.5828002842928216
mBERT	Arabic	case_noun		first	0.7981520966595593	0.7391613361762616
mBERT	Arabic	case_noun		last	0.7924662402274343	0.7199715707178393
mBERT	Arabic	definite_noun	B$_2$	first	0.8258706467661691	0.7469793887704335
mBERT	Arabic	definite_noun	B$_2$	last	0.8187633262260128	0.7882018479033405
mBERT	Arabic	definite_noun	L$_2$	first	0.9665955934612652	0.8535891968727789
mBERT	Arabic	definite_noun	L$_2$	last	0.9694385216773276	0.867093105899076
mBERT	Arabic	definite_noun	R$_2$	first	0.8948116560056859	0.7604832977967305
mBERT	Arabic	definite_noun	R$_2$	last	0.8699360341151385	0.8088130774697939
mBERT	Arabic	definite_noun	TARG	first	0.8208955223880597	0.7647476901208244
mBERT	Arabic	definite_noun	TARG	last	0.8244491826581378	0.7683013503909025
mBERT	Arabic	definite_noun	mBERT-rand-subw	first	0.7121535181236673	0.5778251599147122
mBERT	Arabic	definite_noun	mBERT-rand-subw	last	0.49822316986496096	0.4463397299218195
mBERT	Arabic	definite_noun	next1	first	0.931769722814499	0.851457000710732
mBERT	Arabic	definite_noun	permute	first	0.7661691542288558	0.6950959488272922
mBERT	Arabic	definite_noun	permute	last	0.7889125799573561	0.751954513148543
mBERT	Arabic	definite_noun	prev1	last	0.9388770433546554	0.8351101634683724
mBERT	Arabic	definite_noun		first	0.968727789623312	0.8528784648187633
mBERT	Arabic	definite_noun		last	0.966595593461265	0.8656716417910448
mBERT	Arabic	gender_adj	B$_2$	first	0.9735714285714285	0.9771428571428571
mBERT	Arabic	gender_adj	B$_2$	last	0.9857142857142858	0.9714285714285714
mBERT	Arabic	gender_adj	L$_2$	first	0.9592857142857143	0.9714285714285714
mBERT	Arabic	gender_adj	L$_2$	last	0.9878571428571429	0.9714285714285714
mBERT	Arabic	gender_adj	R$_2$	first	0.9799999999999999	0.9764285714285714
mBERT	Arabic	gender_adj	R$_2$	last	0.9857142857142858	0.9707142857142858
mBERT	Arabic	gender_adj	TARG	first	0.9107142857142857	0.8971428571428571
mBERT	Arabic	gender_adj	TARG	last	0.9135714285714286	0.8964285714285715
mBERT	Arabic	gender_adj	mBERT-rand-subw	first	0.5528571428571428	0.47428571428571425
mBERT	Arabic	gender_adj	mBERT-rand-subw	last	0.9385714285714286	0.885
mBERT	Arabic	gender_adj	next1	first	0.9342857142857143	0.9107142857142857
mBERT	Arabic	gender_adj	permute	first	0.92	0.9450000000000001
mBERT	Arabic	gender_adj	permute	last	0.9871428571428572	0.9707142857142858
mBERT	Arabic	gender_adj	prev1	last	0.9471428571428572	0.9257142857142858
mBERT	Arabic	gender_adj		first	0.9707142857142858	0.9664285714285714
mBERT	Arabic	gender_adj		last	0.9871428571428572	0.97
mBERT	Arabic	gender_verb	B$_2$	first	0.9342857142857143	0.9264285714285715
mBERT	Arabic	gender_verb	B$_2$	last	0.9314285714285715	0.9021428571428572
mBERT	Arabic	gender_verb	L$_2$	first	0.9692857142857143	0.9428571428571428
mBERT	Arabic	gender_verb	L$_2$	last	0.9507142857142856	0.9021428571428572
mBERT	Arabic	gender_verb	R$_2$	first	0.9521428571428572	0.8971428571428571
mBERT	Arabic	gender_verb	R$_2$	last	0.9492857142857142	0.9
mBERT	Arabic	gender_verb	TARG	first	0.8664285714285713	0.7642857142857142
mBERT	Arabic	gender_verb	TARG	last	0.8678571428571429	0.7571428571428571
mBERT	Arabic	gender_verb	mBERT-rand-subw	first	0.7964285714285715	0.7764285714285715
mBERT	Arabic	gender_verb	mBERT-rand-subw	last	0.6914285714285714	0.6685714285714285
mBERT	Arabic	gender_verb	next1	first	0.9328571428571429	0.8842857142857143
mBERT	Arabic	gender_verb	permute	first	0.9221428571428572	0.9007142857142857
mBERT	Arabic	gender_verb	permute	last	0.9121428571428571	0.9028571428571429
mBERT	Arabic	gender_verb	prev1	last	0.9192857142857144	0.8678571428571429
mBERT	Arabic	gender_verb		first	0.9635714285714286	0.9128571428571429
mBERT	Arabic	gender_verb		last	0.9621428571428571	0.9085714285714286
mBERT	Armenian	animacy_noun	B$_2$	first	0.8678571428571429	0.8392857142857143
mBERT	Armenian	animacy_noun	B$_2$	last	0.9014285714285715	0.8271428571428572
mBERT	Armenian	animacy_noun	L$_2$	first	0.8914285714285715	0.8314285714285715
mBERT	Armenian	animacy_noun	L$_2$	last	0.9178571428571429	0.8114285714285714
mBERT	Armenian	animacy_noun	R$_2$	first	0.8878571428571428	0.88
mBERT	Armenian	animacy_noun	R$_2$	last	0.9035714285714286	0.85
mBERT	Armenian	animacy_noun	TARG	first	0.7942857142857144	0.795
mBERT	Armenian	animacy_noun	TARG	last	0.7878571428571429	0.7871428571428571
mBERT	Armenian	animacy_noun	mBERT-rand-subw	first	0.5871428571428571	0.5964285714285714
mBERT	Armenian	animacy_noun	mBERT-rand-subw	last	0.7192857142857143	0.6935714285714286
mBERT	Armenian	animacy_noun	next1	first	0.8714285714285713	0.7757142857142857
mBERT	Armenian	animacy_noun	permute	first	0.865	0.8321428571428572
mBERT	Armenian	animacy_noun	permute	last	0.8871428571428571	0.8335714285714285
mBERT	Armenian	animacy_noun	prev1	last	0.91	0.8
mBERT	Armenian	animacy_noun		first	0.8992857142857142	0.8428571428571427
mBERT	Armenian	animacy_noun		last	0.9078571428571429	0.8321428571428571
mBERT	Armenian	definite_noun	B$_2$	first	0.9014285714285715	0.88
mBERT	Armenian	definite_noun	B$_2$	last	0.995	0.9892857142857142
mBERT	Armenian	definite_noun	L$_2$	first	0.885	0.8364285714285714
mBERT	Armenian	definite_noun	L$_2$	last	0.995	0.9821428571428571
mBERT	Armenian	definite_noun	R$_2$	first	0.8807142857142857	0.8250000000000001
mBERT	Armenian	definite_noun	R$_2$	last	0.9935714285714285	0.9892857142857142
mBERT	Armenian	definite_noun	TARG	first	0.7535714285714287	0.7635714285714286
mBERT	Armenian	definite_noun	TARG	last	0.7464285714285713	0.7564285714285715
mBERT	Armenian	definite_noun	mBERT-rand-subw	first	0.5671428571428571	0.49642857142857144
mBERT	Armenian	definite_noun	mBERT-rand-subw	last	0.965	0.9557142857142856
mBERT	Armenian	definite_noun	next1	first	0.8142857142857143	0.7764285714285715
mBERT	Armenian	definite_noun	permute	first	0.8414285714285714	0.8164285714285714
mBERT	Armenian	definite_noun	permute	last	0.9864285714285714	0.9821428571428571
mBERT	Armenian	definite_noun	prev1	last	0.8978571428571429	0.8842857142857143
mBERT	Armenian	definite_noun		first	0.8692857142857143	0.8185714285714285
mBERT	Armenian	definite_noun		last	0.9921428571428572	0.9871428571428572
mBERT	Armenian	subcat_verb	B$_2$	first	0.8021428571428572	0.7635714285714286
mBERT	Armenian	subcat_verb	B$_2$	last	0.8428571428571427	0.7664285714285715
mBERT	Armenian	subcat_verb	L$_2$	first	0.8457142857142858	0.7657142857142858
mBERT	Armenian	subcat_verb	L$_2$	last	0.8685714285714285	0.7392857142857142
mBERT	Armenian	subcat_verb	R$_2$	first	0.8128571428571428	0.7742857142857142
mBERT	Armenian	subcat_verb	R$_2$	last	0.84	0.7814285714285715
mBERT	Armenian	subcat_verb	TARG	first	0.6928571428571428	0.6707142857142857
mBERT	Armenian	subcat_verb	TARG	last	0.6921428571428571	0.6785714285714286
mBERT	Armenian	subcat_verb	mBERT-rand-subw	first	0.49142857142857144	0.5135714285714286
mBERT	Armenian	subcat_verb	mBERT-rand-subw	last	0.7464285714285713	0.6385714285714286
mBERT	Armenian	subcat_verb	next1	first	0.8128571428571428	0.7828571428571429
mBERT	Armenian	subcat_verb	permute	first	0.7857142857142857	0.7214285714285714
mBERT	Armenian	subcat_verb	permute	last	0.8071428571428572	0.7135714285714286
mBERT	Armenian	subcat_verb	prev1	last	0.8471428571428571	0.7835714285714286
mBERT	Armenian	subcat_verb		first	0.8435714285714285	0.7721428571428571
mBERT	Armenian	subcat_verb		last	0.8707142857142857	0.7664285714285715
mBERT	Basque	case_noun	B$_2$	first	0.5311004784688995	0.5440874914559125
mBERT	Basque	case_noun	B$_2$	last	0.9425837320574164	0.9309637730690363
mBERT	Basque	case_noun	L$_2$	first	0.479835953520164	0.5529733424470267
mBERT	Basque	case_noun	L$_2$	last	0.9603554340396446	0.9371155160628845
mBERT	Basque	case_noun	R$_2$	first	0.4969241285030758	0.5208475734791524
mBERT	Basque	case_noun	R$_2$	last	0.936431989063568	0.9220779220779222
mBERT	Basque	case_noun	TARG	first	0.492822966507177	0.4969241285030758
mBERT	Basque	case_noun	TARG	last	0.49145591250854403	0.5078605604921395
mBERT	Basque	case_noun	mBERT-rand-subw	first	0.11825017088174976	0.07928913192071083
mBERT	Basque	case_noun	mBERT-rand-subw	last	0.8393711551606289	0.7956254272043746
mBERT	Basque	case_noun	next1	first	0.5358851674641149	0.6076555023923446
mBERT	Basque	case_noun	permute	first	0.3568010936431989	0.4149008885850991
mBERT	Basque	case_noun	permute	last	0.9138755980861245	0.9152426520847573
mBERT	Basque	case_noun	prev1	last	0.7881066302118934	0.7593984962406015
mBERT	Basque	case_noun		first	0.41968557758031444	0.46958304853041694
mBERT	Basque	case_noun		last	0.9583048530416952	0.9343814080656186
mBERT	Basque	definite_noun	B$_2$	first	0.7364285714285714	0.6542857142857142
mBERT	Basque	definite_noun	B$_2$	last	0.8528571428571429	0.8442857142857143
mBERT	Basque	definite_noun	L$_2$	first	0.7735714285714286	0.6507142857142857
mBERT	Basque	definite_noun	L$_2$	last	0.8721428571428572	0.8457142857142858
mBERT	Basque	definite_noun	R$_2$	first	0.7700000000000001	0.7278571428571429
mBERT	Basque	definite_noun	R$_2$	last	0.86	0.8642857142857142
mBERT	Basque	definite_noun	TARG	first	0.7435714285714285	0.7364285714285714
mBERT	Basque	definite_noun	TARG	last	0.7485714285714286	0.7435714285714285
mBERT	Basque	definite_noun	mBERT-rand-subw	first	0.5607142857142857	0.49000000000000005
mBERT	Basque	definite_noun	mBERT-rand-subw	last	0.7364285714285714	0.7242857142857143
mBERT	Basque	definite_noun	next1	first	0.7857142857142857	0.7442857142857143
mBERT	Basque	definite_noun	permute	first	0.6642857142857144	0.6171428571428572
mBERT	Basque	definite_noun	permute	last	0.8228571428571428	0.8385714285714286
mBERT	Basque	definite_noun	prev1	last	0.8357142857142856	0.7785714285714286
mBERT	Basque	definite_noun		first	0.8021428571428572	0.6828571428571429
mBERT	Basque	definite_noun		last	0.875	0.8707142857142857
mBERT	Basque	number_noun	B$_2$	first	0.8464285714285714	0.8564285714285714
mBERT	Basque	number_noun	B$_2$	last	0.905	0.8942857142857142
mBERT	Basque	number_noun	L$_2$	first	0.85	0.8628571428571429
mBERT	Basque	number_noun	L$_2$	last	0.92	0.9157142857142857
mBERT	Basque	number_noun	R$_2$	first	0.8392857142857143	0.8735714285714286
mBERT	Basque	number_noun	R$_2$	last	0.9221428571428572	0.9035714285714286
mBERT	Basque	number_noun	TARG	first	0.6692857142857144	0.7214285714285714
mBERT	Basque	number_noun	TARG	last	0.6742857142857144	0.715
mBERT	Basque	number_noun	mBERT-rand-subw	first	0.5314285714285715	0.5257142857142857
mBERT	Basque	number_noun	mBERT-rand-subw	last	0.8185714285714285	0.8264285714285714
mBERT	Basque	number_noun	next1	first	0.8892857142857142	0.8792857142857143
mBERT	Basque	number_noun	permute	first	0.785	0.8228571428571428
mBERT	Basque	number_noun	permute	last	0.8907142857142858	0.9014285714285715
mBERT	Basque	number_noun	prev1	last	0.8885714285714286	0.8942857142857142
mBERT	Basque	number_noun		first	0.8357142857142856	0.8742857142857143
mBERT	Basque	number_noun		last	0.9349999999999999	0.925
mBERT	Bulgarian	aspect_verb	B$_2$	first	0.8085714285714286	0.7792857142857142
mBERT	Bulgarian	aspect_verb	B$_2$	last	0.89	0.8335714285714285
mBERT	Bulgarian	aspect_verb	L$_2$	first	0.8257142857142856	0.7892857142857144
mBERT	Bulgarian	aspect_verb	L$_2$	last	0.8464285714285714	0.8228571428571428
mBERT	Bulgarian	aspect_verb	R$_2$	first	0.8142857142857143	0.785
mBERT	Bulgarian	aspect_verb	R$_2$	last	0.8521428571428571	0.8264285714285714
mBERT	Bulgarian	aspect_verb	TARG	first	0.6814285714285715	0.6678571428571429
mBERT	Bulgarian	aspect_verb	TARG	last	0.6864285714285714	0.6557142857142857
mBERT	Bulgarian	aspect_verb	mBERT-rand-subw	first	0.6178571428571429	0.5892857142857143
mBERT	Bulgarian	aspect_verb	mBERT-rand-subw	last	0.715	0.6878571428571428
mBERT	Bulgarian	aspect_verb	next1	first	0.8257142857142856	0.7742857142857142
mBERT	Bulgarian	aspect_verb	permute	first	0.7928571428571428	0.7607142857142858
mBERT	Bulgarian	aspect_verb	permute	last	0.8242857142857142	0.8214285714285714
mBERT	Bulgarian	aspect_verb	prev1	last	0.865	0.812857142857143
mBERT	Bulgarian	aspect_verb		first	0.8235714285714285	0.7928571428571429
mBERT	Bulgarian	aspect_verb		last	0.8357142857142856	0.8307142857142856
mBERT	Bulgarian	definite_adj	B$_2$	first	0.9128571428571429	0.9178571428571429
mBERT	Bulgarian	definite_adj	B$_2$	last	0.9992857142857143	0.9842857142857142
mBERT	Bulgarian	definite_adj	L$_2$	first	0.9314285714285715	0.9121428571428571
mBERT	Bulgarian	definite_adj	L$_2$	last	1.0	0.9871428571428572
mBERT	Bulgarian	definite_adj	R$_2$	first	0.9328571428571429	0.8985714285714286
mBERT	Bulgarian	definite_adj	R$_2$	last	1.0	0.985
mBERT	Bulgarian	definite_adj	TARG	first	0.8178571428571428	0.7978571428571428
mBERT	Bulgarian	definite_adj	TARG	last	0.8178571428571428	0.8007142857142858
mBERT	Bulgarian	definite_adj	mBERT-rand-subw	first	0.5342857142857144	0.5728571428571428
mBERT	Bulgarian	definite_adj	mBERT-rand-subw	last	0.9664285714285714	0.9442857142857142
mBERT	Bulgarian	definite_adj	next1	first	0.8664285714285713	0.83
mBERT	Bulgarian	definite_adj	permute	first	0.8714285714285713	0.8521428571428571
mBERT	Bulgarian	definite_adj	permute	last	0.9992857142857143	0.9878571428571429
mBERT	Bulgarian	definite_adj	prev1	last	0.9092857142857144	0.9378571428571428
